pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,ra,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_lum,st_dens,st_age,st_spstr,st_umbj
Kepler-784,b,Kepler-784 b,1,31.5922646,,,,,5674.0,1.0,1.32,1,0,604.0,13.29,Kepler,295.920663,0,,1.58,0.5767,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-784_b/,,,,9.12,,
Kepler-1168,b,Kepler-1168 b,1,55.8226539,,,,,5157.0,0.87,0.82,1,0,911.0,15.624,Kepler,287.297694,0,,2.5,0.22888,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1168_b/,,,,4.27,,
Kepler-225,b,Kepler-225 b,2,6.738975,0.056,,,,3682.0,,0.48,1,0,569.99,15.962,Kepler,292.193984,0,,1.2,0.1257,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-225_b/,http://exoplanets.org/detail/Kepler-225_b,,,,M1 V,
Kepler-225,c,Kepler-225 c,2,18.794234,0.111,,,,3682.0,,0.48,1,0,569.99,15.962,Kepler,292.193984,0,,1.84,0.1366,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-225_c/,http://exoplanets.org/detail/Kepler-225_c,,,,M1 V,
Kepler-1545,b,Kepler-1545 b,1,163.692349,,,,,5201.0,0.84,0.8,1,0,688.0,15.031,Kepler,298.898763,0,,2.7,0.28567,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1545_b/,,,,4.47,,
Kepler-1075,b,Kepler-1075 b,1,1.52372816,,,,,3959.0,0.56,0.54,1,0,265.0,15.313,Kepler,287.501179,0,,1.42,0.06105,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1075_b/,,,,2.95,,
Kepler-623,b,Kepler-623 b,1,9.07097734,,,,,5443.0,0.9,0.86,1,0,811.0,14.959,Kepler,296.986721,0,,3.01,0.112854,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-623_b/,,,,4.47,,
Kepler-783,b,Kepler-783 b,1,4.29264638,,,,,5521.0,0.93,0.89,1,0,544.0,13.916,Kepler,291.062936,0,,0.78,0.10925,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-783_b/,,,,3.89,,
Kepler-1605,b,Kepler-1605 b,1,85.7565495,,,,,5280.0,0.86,0.82,1,0,224.0,12.429,Kepler,287.134895,0,,1.08,0.24175,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1605_b/,,,,4.68,,
Kepler-29,b,Kepler-29 b,2,10.3384,,,0.01419,0.65,5701.0,0.98,0.93,1,0,851.9,15.282,Kepler,298.348324,0,,3.35,,,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-29_b/,http://exoplanets.org/detail/Kepler-29_b,,,,,
Kepler-29,c,Kepler-29 c,2,13.2884,,,0.01259,0.7,5701.0,0.98,0.93,1,0,851.9,15.282,Kepler,298.348324,0,,3.14,,,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-29_c/,http://exoplanets.org/detail/Kepler-29_c,,,,,
Kepler-94,b,Kepler-94 b,2,2.50806,,,0.034,1.45,4781.0,0.81,0.76,1,0,192.97,12.895,Kepler,281.194747,0,,3.51,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-94_b/,,,2.9,1.41,M0 V,
Kepler-94,c,Kepler-94 c,2,820.3,,,9.836,,4781.0,0.81,0.76,1,0,192.97,12.895,W. M. Keck Observatory,281.194747,0,,,,,2014,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/kepler-94_c/,,,2.9,1.41,M0 V,
Kepler-659,b,Kepler-659 b,1,17.671796,,,,,4870.0,0.79,0.74,1,0,688.0,15.556,Kepler,287.608202,0,,2.5,0.135642,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-659_b/,,,,3.24,,
Kepler-617,b,Kepler-617 b,1,1.68269615,,,,,3712.0,0.51,0.48,1,0,150.0,14.818,Kepler,283.74071,0,,1.32,0.0575,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-617_b/,,,,3.98,M1 V,
Kepler-40,b,Kepler-40 b,1,6.87349,0.08,0.0,2.2,1.68,6510.0,1.48,2.13,1,0,2700.0,14.588,Kepler,296.81369,0,1620,13.11,0.2858,8.11,2010,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-40_b/,http://exoplanets.org/detail/Kepler-40_b,,0.213,2.8,F5 IV,
Kepler-362,b,Kepler-362 b,2,10.327186,0.087,,,,5788.0,,0.72,1,0,1123.91,14.5,Kepler,291.771639,0,,0.88,0.0751,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-362_b/,http://exoplanets.org/detail/Kepler-362_b,,,,,
Kepler-362,c,Kepler-362 c,2,37.866281,0.207,,,,5788.0,,0.72,1,0,1123.91,14.5,Kepler,291.771639,0,,1.45,0.1987,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-362_c/,http://exoplanets.org/detail/Kepler-362_c,,,,,
Kepler-1371,c,Kepler-1371 c,2,2.00541269,,,,,5361.0,0.87,0.83,1,0,450.0,13.851,Kepler,288.831383,0,,0.64,0.07492,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1371_c/,,,,4.37,,
Kepler-1371,b,Kepler-1371 b,2,3.4462039,,,,,5361.0,0.87,0.83,1,0,450.0,13.851,Kepler,288.831383,0,,0.73,0.08337,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1371_b/,,,,4.37,,
Kepler-1043,b,Kepler-1043 b,1,38.5053398,,,,,5629.0,0.92,0.9,1,0,838.0,14.777,Kepler,281.662983,0,,2.55,0.24887,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1043_b/,,,,4.47,,
Kepler-1577,b,Kepler-1577 b,1,6.30560247,,,,,4862.0,0.78,0.74,1,0,543.0,15.056,Kepler,292.955275,0,,1.13,0.10283,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1577_b/,,,,4.27,,
Kepler-511,b,Kepler-511 b,1,296.637865,,,,,5770.0,1.0,1.2,1,0,448.0,12.747,Kepler,282.945693,0,,6.35,0.675962,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-511_b/,,,,7.94,,
Kepler-658,b,Kepler-658 b,1,1.28707676,,,,,4103.0,0.63,0.6,1,0,341.0,15.488,Kepler,282.98379,0,,1.63,0.062858,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-658_b/,,,,3.09,,
Kepler-272,b,Kepler-272 b,3,2.971353,0.038,,,,5297.0,,0.93,1,0,912.85,14.678,Kepler,299.127524,0,,1.43,0.1103,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-272_b/,http://exoplanets.org/detail/Kepler-272_b,,,,,
Kepler-272,d,Kepler-272 d,3,10.937304,0.091,,,,5297.0,,0.93,1,0,912.85,14.678,Kepler,299.127524,0,,2.25,0.1285,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-272_d/,http://exoplanets.org/detail/Kepler-272_d,,,,,
Kepler-272,c,Kepler-272 c,3,6.057342,0.061,,,,5297.0,,0.93,1,0,912.85,14.678,Kepler,299.127524,0,,1.79,0.154,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-272_c/,http://exoplanets.org/detail/Kepler-272_c,,,,,
Kepler-125,c,Kepler-125 c,2,5.774464,0.051,,,,3810.0,,0.51,1,0,184.34,14.752,Kepler,298.258123,0,,0.74,0.0782,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-125_c/,http://exoplanets.org/detail/Kepler-125_c,,,,M1 V,
Kepler-125,b,Kepler-125 b,2,4.164389,0.041,,,,3810.0,,0.51,1,0,184.34,14.752,Kepler,298.258123,0,,2.37,0.0749,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-125_b/,http://exoplanets.org/detail/Kepler-125_b,,,,M1 V,
Kepler-164,b,Kepler-164 b,3,5.03503,0.058,,,,5888.0,,1.15,1,0,914.18,14.282,Kepler,287.780828,0,,1.41,0.0687,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-164_b/,http://exoplanets.org/detail/Kepler-164_b,,,,,
Kepler-164,d,Kepler-164 d,3,28.986769,0.187,,,,5888.0,,1.15,1,0,914.18,14.282,Kepler,287.780828,0,,2.45,0.1435,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-164_d/,http://exoplanets.org/detail/Kepler-164_d,,,,,
Kepler-164,c,Kepler-164 c,3,10.945723,0.097,,,,5888.0,,1.15,1,0,914.18,14.282,Kepler,287.780828,0,,2.73,0.1252,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-164_c/,http://exoplanets.org/detail/Kepler-164_c,,,,,
Kepler-1253,b,Kepler-1253 b,1,68.8861915,,,,,5850.0,0.97,1.1,1,0,390.0,12.464,Kepler,283.885115,0,,1.33,0.2479,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1253_b/,,,,7.08,,
Kepler-992,b,Kepler-992 b,1,20.16034462,,,,,4944.0,0.8,0.74,1,0,268.0,13.389,Kepler,284.43028,0,,1.62,0.159229,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-992_b/,,,,3.02,,
Kepler-981,b,Kepler-981 b,1,4.46975774,,,,,5718.0,0.98,0.96,1,0,913.0,14.769,Kepler,289.248907,0,,2.31,0.075258,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-981_b/,,,,4.07,,
Kepler-1395,b,Kepler-1395 b,1,3.78470649,,,,,6138.0,1.17,1.23,1,0,507.0,12.581,Kepler,292.337551,0,,0.8,0.1295,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1395_b/,,,,2.88,,
Kepler-1284,b,Kepler-1284 b,1,0.66407381,,,,,5123.0,0.84,0.79,1,0,852.0,15.645,Kepler,291.279002,0,,1.21,0.045913,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1284_b/,,,,4.47,,
Kepler-588,b,Kepler-588 b,1,4.22162536,,,,,5835.0,1.01,1.0,1,0,972.0,14.708,Kepler,284.25721,0,,2.63,0.120663,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-588_b/,,,,4.07,,
Kepler-1167,b,Kepler-1167 b,1,1.00393374,,,,,4971.0,0.79,0.75,1,0,811.0,15.942,Kepler,298.302714,0,,1.71,0.060675,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1167_b/,,,,4.27,,
Kepler-273,b,Kepler-273 b,2,2.936532,0.037,,,,5626.0,,0.81,1,0,728.85,14.968,Kepler,291.302209,0,,1.5,0.071,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-273_b/,http://exoplanets.org/detail/Kepler-273_b,,,,,
Kepler-273,c,Kepler-273 c,2,8.014927,0.073,,,,5626.0,,0.81,1,0,728.85,14.968,Kepler,291.302209,0,,1.98,0.1408,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-273_c/,http://exoplanets.org/detail/Kepler-273_c,,,,,
Kepler-660,b,Kepler-660 b,1,9.27358194,,,,,4779.0,0.75,0.71,1,0,564.0,15.302,Kepler,288.138262,0,,2.57,0.137517,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-660_b/,,,,4.57,,
Kepler-1141,b,Kepler-1141 b,1,2.34451194,,,,,5791.0,1.01,1.07,1,0,365.0,12.589,Kepler,290.543645,0,,0.82,0.05825,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1141_b/,,,,6.17,,
Kepler-284,c,Kepler-284 c,2,37.514456,0.213,,,,5615.0,,0.81,1,0,1062.79,15.824,Kepler,293.146491,0,,2.61,0.223,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-284_c/,http://exoplanets.org/detail/Kepler-284_c,,,,,
Kepler-284,b,Kepler-284 b,2,12.699149,0.104,,,,5615.0,,0.81,1,0,1062.79,15.824,Kepler,293.146491,0,,2.24,0.1175,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-284_b/,http://exoplanets.org/detail/Kepler-284_b,,,,,
Kepler-141,c,Kepler-141 c,2,7.010606,0.067,,,,4910.0,,0.79,1,0,303.83,13.448,Kepler,297.970897,0,,1.41,0.1244,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-141_c/,http://exoplanets.org/detail/Kepler-141_c,,,,,
Kepler-141,b,Kepler-141 b,2,3.107675,0.039,,,,4910.0,,0.79,1,0,303.83,13.448,Kepler,297.970897,0,,0.69,0.0924,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-141_b/,http://exoplanets.org/detail/Kepler-141_b,,,,,
Kepler-528,b,Kepler-528 b,1,19.78297415,,,,,5807.0,1.01,1.06,1,0,711.0,13.936,Kepler,295.684814,0,,2.08,0.227754,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-528_b/,,,,5.5,,
Kepler-1112,b,Kepler-1112 b,1,14.36267939,,,,,6496.0,1.34,1.54,1,0,1734.0,14.612,Kepler,296.968815,0,,3.02,0.192729,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1112_b/,,,,2.09,,
Kepler-589,b,Kepler-589 b,1,16.54964934,,,,,5296.0,0.88,0.83,1,0,643.0,14.68,Kepler,280.641367,0,,2.27,0.166846,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-589_b/,,,,4.47,,
Kepler-782,b,Kepler-782 b,1,158.6853308,,,,,5867.0,0.98,1.01,1,0,412.0,12.783,Kepler,288.868231,0,,3.21,0.48654,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-782_b/,,,,5.25,,
Kepler-179,c,Kepler-179 c,2,6.40013,0.064,,,,5302.0,,0.76,1,0,616.39,14.613,Kepler,298.663735,0,,2.0,0.0768,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-179_c/,http://exoplanets.org/detail/Kepler-179_c,,,,,
Kepler-179,b,Kepler-179 b,2,2.735926,0.036,,,,5302.0,,0.76,1,0,616.39,14.613,Kepler,298.663735,0,,1.64,0.0828,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-179_b/,http://exoplanets.org/detail/Kepler-179_b,,,,,
KIC 10525077,b,KIC 10525077 b,1,854.083,,,,,6091.0,1.01,1.01,1,0,1525.31,15.355,Kepler,287.378077,0,,5.5,,239.3,2015,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-459_b/,,,,,,
Kepler-1049,b,Kepler-1049 b,1,3.27346074,,,,,3864.0,0.51,0.49,1,0,129.0,14.22,Kepler,287.346741,0,,0.95,0.073883,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1049_b/,,,,3.8,,
Kepler-1578,b,Kepler-1578 b,1,1.45088691,,,,,5545.0,0.9,0.86,1,0,1016.0,15.369,Kepler,288.302,0,,1.04,0.07421,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1578_b/,,,,4.27,,
Kepler-165,c,Kepler-165 c,2,15.31299,0.11,,,,5211.0,,0.77,1,0,570.07,14.802,Kepler,280.691016,0,,2.23,0.1262,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-165_c/,http://exoplanets.org/detail/Kepler-165_c,,,,,
Kepler-165,b,Kepler-165 b,2,8.180848,0.072,,,,5211.0,,0.77,1,0,570.07,14.802,Kepler,280.691016,0,,2.32,0.1195,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-165_b/,http://exoplanets.org/detail/Kepler-165_b,,,,,
Kepler-1179,b,Kepler-1179 b,1,2.68505749,,,,,5212.0,0.84,0.81,1,0,454.0,14.077,Kepler,284.09764,0,,1.32,0.042621,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1179_b/,,,,4.9,,
Kepler-566,b,Kepler-566 b,1,18.42794624,,,,,5132.0,0.83,0.79,1,0,628.0,14.958,Kepler,291.554496,0,,2.15,0.119592,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-566_b/,,,,4.57,,
Kepler-17,b,Kepler-17 b,1,1.4857108,0.02591,0.011,2.45,1.35,5781.0,1.16,1.05,1,0,800.0,14.141,Kepler,298.395274,0,1570,14.68,0.09485,5.48,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-17_b/,http://exoplanets.org/detail/Kepler-17_b,,1.415,1.78,G2 V,
Kepler-1622,b,Kepler-1622 b,1,10.8118737,,,,,6436.0,1.31,1.5,1,0,927.0,13.385,Kepler,297.32891,0,,1.47,0.10879,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1622_b/,,,,2.19,,
Kepler-811,b,Kepler-811 b,1,23.58447697,,,,,5747.0,1.01,1.24,1,0,847.0,13.971,Kepler,285.424273,0,,2.7,0.22767,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-811_b/,,,,7.94,,
Kepler-283,b,Kepler-283 b,2,11.008151,0.082,,,,4351.0,,0.57,1,0,474.33,15.847,Kepler,293.613726,0,,2.13,0.087,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-283_b/,http://exoplanets.org/detail/Kepler-283_b,,,,,
Kepler-283,c,Kepler-283 c,2,92.743711,0.341,,,,4351.0,,0.57,1,0,474.33,15.847,Kepler,293.613726,0,,1.82,0.2616,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-283_c/,http://exoplanets.org/detail/Kepler-283_c,,,,,
Kepler-129,c,Kepler-129 c,2,82.20017,0.393,,,,5770.0,,1.64,1,0,413.68,11.696,Kepler,285.311284,0,,2.55,0.4404,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-129_c/,http://exoplanets.org/detail/Kepler-129_c,,,,,
Kepler-129,b,Kepler-129 b,2,15.79186,0.131,,,,5770.0,,1.64,1,0,413.68,11.696,Kepler,285.311284,0,,2.37,0.3032,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-129_b/,http://exoplanets.org/detail/Kepler-129_b,,,,,
2MASS J22362452+4751425,b,2MASS J22362452+4751425 b,1,,230.0,,12.5,,4045.0,0.6,,0,0,74.0,12.51,W. M. Keck Observatory,339.102203,0,,,,,2016,Ground,10 m Keck II Telescope,NIRC2 Camera,0,http://exoplanet.eu/catalog/2m_2236%2B4751_b/,,,,0.12,K7 V,
Kepler-661,b,Kepler-661 b,1,6.02930132,,,,,4483.0,0.7,0.67,1,0,558.0,15.784,Kepler,283.710881,0,,3.07,0.065825,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-661_b/,,,,4.27,,
Kepler-550,b,Kepler-550 b,1,8.60010411,,,,,5322.0,0.87,0.83,1,0,563.0,14.486,Kepler,297.70024,0,,4.42,0.167713,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-550_b/,,,,4.68,,
Kepler-194,b,Kepler-194 b,3,2.092281,0.032,,,,6089.0,,1.02,1,0,1133.48,14.915,Kepler,291.971445,0,,1.51,0.098,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-194_b/,http://exoplanets.org/detail/Kepler-194_b,,,,,
Kepler-194,c,Kepler-194 c,3,17.308032,0.131,,,,6089.0,,1.02,1,0,1133.48,14.915,Kepler,291.971445,0,,2.59,0.2067,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-194_c/,http://exoplanets.org/detail/Kepler-194_c,,,,,
Kepler-194,d,Kepler-194 d,3,52.814973,0.275,,,,6089.0,,1.02,1,0,1133.48,14.915,Kepler,291.971445,0,,2.4,0.3042,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-194_d/,http://exoplanets.org/detail/Kepler-194_d,,,,,
Kepler-1415,b,Kepler-1415 b,1,0.63642408,,,,,5267.0,0.89,0.84,1,0,1066.0,15.744,Kepler,285.156913,0,,1.29,0.044183,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1415_b/,,,,4.17,,
Kepler-1568,b,Kepler-1568 b,1,20.925392,,,,,5956.0,1.09,1.19,1,0,883.0,13.966,Kepler,289.182664,0,,1.3,0.27571,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1568_b/,,,,4.57,,
Kepler-1151,b,Kepler-1151 b,1,65.6478424,,,,,5470.0,0.88,0.85,1,0,763.0,14.872,Kepler,292.247793,0,,2.22,0.18383,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1151_b/,,,,4.37,,
Kepler-1367,b,Kepler-1367 b,1,1.57409027,,,,,4106.0,0.62,0.6,1,0,357.0,15.571,Kepler,288.416528,0,,0.92,0.066642,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1367_b/,,,,3.89,,
GJ 96,b,GJ 96 b,1,73.94,0.291,0.44,0.06186,,3785.0,0.6,,0,0,11.94,9.345,Haute-Provence Observatory,35.561016,0,,,,,2018,Ground,1.93 m Telescope,SOPHIE Spectrograph,0,http://exoplanet.eu/catalog/gj_96_b/,,-1.052,,,M2,
Kepler-529,b,Kepler-529 b,2,1.98035766,,,,,6087.0,1.07,1.14,1,0,787.0,13.763,Kepler,285.888369,0,,1.86,0.101383,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-529_b/,,,,3.98,,
Kepler-529,c,Kepler-529 c,2,12.8345022,,,,,6087.0,1.07,1.14,1,0,787.0,13.763,Kepler,285.888369,0,,2.0,0.136108,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-529_c/,,,,3.98,,
Kepler-226,b,Kepler-226 b,3,3.940997,0.047,,,,5571.0,,0.8,1,0,1008.14,15.416,Kepler,292.376129,0,,1.55,0.1082,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-226_b/,http://exoplanets.org/detail/Kepler-226_b,,,,,
Kepler-226,c,Kepler-226 c,3,5.349555,0.058,,,,5571.0,,0.8,1,0,1008.14,15.416,Kepler,292.376129,0,,2.27,0.1271,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-226_c/,http://exoplanets.org/detail/Kepler-226_c,,,,,
Kepler-226,d,Kepler-226 d,3,8.109044,0.076,,,,5571.0,,0.8,1,0,1008.14,15.416,Kepler,292.376129,0,,1.22,0.1541,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-226_d/,http://exoplanets.org/detail/Kepler-226_d,,,,,
Kepler-815,b,Kepler-815 b,1,8.57503552,,,,,5028.0,1.25,3.42,1,0,1199.0,13.242,Kepler,285.22111,0,,4.11,0.35604,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-815_b/,,,,4.9,,
Kepler-22,b,Kepler-22 b,1,289.8623,0.849,0.0,0.113,14.7,5518.0,0.97,0.98,1,0,190.0,11.664,Kepler,289.217484,0,262,2.38,0.309,186.4,2011,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-22_b/,http://exoplanets.org/detail/Kepler-22_b,-0.102,1.458,,G5 V,
Kepler-1121,b,Kepler-1121 b,1,13.15141081,,,,,6231.0,1.29,1.59,1,0,529.0,12.071,Kepler,297.786606,0,,1.91,0.233479,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1121_b/,,,,3.02,,
Kepler-369,c,Kepler-369 c,2,14.871572,0.094,,,,3591.0,,0.47,1,0,260.32,15.673,Kepler,293.674235,0,,1.41,0.1011,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-369_c/,http://exoplanets.org/detail/Kepler-369_c,,,,,
Kepler-369,b,Kepler-369 b,2,2.732756,0.03,,,,3591.0,,0.47,1,0,260.32,15.673,Kepler,293.674235,0,,1.13,0.0432,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-369_b/,http://exoplanets.org/detail/Kepler-369_b,,,,,
Kepler-662,b,Kepler-662 b,1,21.67697486,,,,,4897.0,0.79,0.74,1,0,641.0,15.377,Kepler,290.465134,0,,2.18,0.130263,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-662_b/,,,,3.63,,
Kepler-969,b,Kepler-969 b,2,34.1731714,,,,,5214.0,0.92,0.82,1,0,411.0,13.733,Kepler,288.372508,0,,2.07,0.186463,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-969_b/,,,,1.51,,
